original_title,popularity,vote_average,vote_count,runtime,release_year
승리호,106.984,7.2,674.0,136.0,2021.0
낙원의 밤,98.945,6.9,148.0,131.0,2020.0
We Bare Bears: The Movie,111.927,7.9,686.0,69.0,2020.0
50 Greatest Harry Potter Moments,92.859,7.9,38.0,93.0,2011.0
Charlie and the Chocolate Factory,116.162,7.0,11875.0,115.0,2005.0
"Batman: The Long Halloween, Part Two",121.797,7.7,215.0,87.0,2021.0
Terminator Genisys,110.469,5.9,6907.0,126.0,2015.0
Dreamcatcher,87.409,6.6,70.0,90.0,2021.0
Sex Tape,99.58,5.4,3517.0,97.0,2014.0
PSYCHO-PASS サイコパス 3 FIRST INSPECTOR,107.407,7.7,47.0,137.0,2020.0
Resident Evil: Welcome to Raccoon City,88.822,0.0,0.0,107.0,2021.0
Green Lantern,101.214,5.2,5909.0,114.0,2011.0
Me Before You,97.535,7.9,9490.0,110.0,2016.0
Jonah Hex,108.923,4.9,1096.0,81.0,2010.0
Diego Maradona,88.424,7.5,296.0,130.0,2019.0
Breach,97.208,4.4,470.0,92.0,2020.0
Scary Movie 2,92.5,5.8,3506.0,83.0,2001.0
劇場版 巨蟲列島,118.732,4.5,11.0,76.0,2020.0
Halloween,94.627,6.5,3581.0,106.0,2018.0
Warrior,140.066,7.8,3416.0,140.0,2011.0
Angels & Demons,106.651,6.7,5509.0,138.0,2009.0
War for the Planet of the Apes,83.448,7.1,7013.0,140.0,2017.0
Tiffany + Chucky,95.705,8.5,4.0,12.0,2019.0
Bajocero,96.349,6.4,656.0,106.0,2021.0
新神榜：哪吒重生,101.09,8.3,233.0,116.0,2021.0
Pirates of the Caribbean: The Curse of the Black Pearl,110.921,7.8,16599.0,143.0,2003.0
Adventures of a Mathematician,94.406,6.4,9.0,102.0,2021.0
Machine Gun Preacher,104.67,6.7,749.0,129.0,2011.0
Chappie,95.834,6.8,6558.0,120.0,2015.0
John Wick: Chapter 3 - Parabellum,115.765,7.4,7365.0,130.0,2019.0
Unknown,94.122,6.6,3044.0,113.0,2011.0
Stan Helsing,87.419,4.2,339.0,90.0,2009.0
Cry Macho,94.288,6.5,247.0,104.0,2021.0
The Twilight Saga: Breaking Dawn - Part 2,101.074,6.5,7347.0,115.0,2012.0
The Guilty,93.318,6.5,1041.0,91.0,2021.0
Super 8,92.013,6.7,5413.0,112.0,2011.0
ドラゴンボールZ 神と神,99.96,6.8,1122.0,85.0,2013.0
Red Shoes and the Seven Dwarfs,99.323,7.8,803.0,92.0,2019.0
劇場版 NARUTO -ナルト- 疾風伝 ザ・ロストタワー,97.24,7.0,262.0,85.0,2010.0
El prófugo,99.208,5.1,9.0,95.0,2021.0
Batman: Death in the Family,107.95,7.3,281.0,96.0,2020.0
Return of Chucky,84.368,0.0,0.0,60.0,2021.0
Thor: The Dark World,96.827,6.6,14048.0,112.0,2013.0
America: The Motion Picture,98.542,5.8,130.0,98.0,2021.0
The Grey,83.368,6.6,3051.0,117.0,2011.0
Black Panther,95.125,7.4,18107.0,134.0,2018.0
Dinosaur Hotel,94.71,5.3,48.0,77.0,2021.0
Sucker Punch,91.55,6.1,3777.0,110.0,2011.0
Red Dot,90.161,5.9,542.0,86.0,2021.0
The Simpsons Movie,102.162,7.0,6443.0,87.0,2007.0
Pirates of the Caribbean: At World's End,103.797,7.2,11414.0,169.0,2007.0
Prince of Persia: The Sands of Time,101.593,6.2,5537.0,116.0,2010.0
Titanic,94.235,7.9,19999.0,194.0,1997.0
Grown Ups,98.326,6.3,4649.0,102.0,2010.0
We Can Be Heroes,97.081,6.3,544.0,97.0,2020.0
Yes Man,94.058,6.6,5283.0,104.0,2008.0
Twilight,99.856,6.3,11034.0,122.0,2008.0
Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô,92.233,6.8,433.0,48.0,1991.0
Du Sie Er & Wir,93.729,5.2,35.0,88.0,2021.0
Maze Runner: The Death Cure,84.838,7.1,6056.0,143.0,2018.0
Ted,101.173,6.4,10151.0,107.0,2012.0
Cinderella,92.807,7.0,5389.0,74.0,1950.0
Intrusion,93.456,6.2,289.0,93.0,2021.0
Terapia do Medo,79.967,6.8,56.0,84.0,2021.0
崖の上のポニョ,90.365,7.7,2989.0,100.0,2008.0
Last Night in Soho,88.37,7.5,198.0,117.0,2021.0
The Christmas Chronicles: Part Two,101.772,6.6,653.0,112.0,2020.0
부산행,98.877,7.8,5196.0,118.0,2016.0
The Hobbit: The Desolation of Smaug,94.336,7.6,10474.0,161.0,2013.0
Maleficent,86.02,7.1,11236.0,97.0,2014.0
Cherry,92.247,7.5,790.0,140.0,2021.0
劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,93.894,7.2,274.0,95.0,2009.0
17 Again,86.823,6.3,4135.0,102.0,2009.0
Bad Sister,78.021,6.7,151.0,85.0,2016.0
Hansel & Gretel: Witch Hunters,83.4,6.0,5662.0,88.0,2013.0
Stay Out of the Attic,80.706,5.8,43.0,80.0,2021.0
The Mad Hatter,78.535,5.8,46.0,90.0,2021.0
Twist,100.902,6.1,122.0,92.0,2021.0
Taken 2,98.855,6.3,5412.0,91.0,2012.0
Fear Street: 1666,100.608,7.4,893.0,114.0,2021.0
Pokémon Detective Pikachu,93.0,7.0,5230.0,105.0,2019.0
Aquaslash,92.067,4.1,84.0,72.0,2019.0
Wreck-It Ralph,88.172,7.3,10189.0,101.0,2012.0
Captain America: The First Avenger,92.892,7.0,17604.0,124.0,2011.0
The Little Things,93.78,6.4,1291.0,128.0,2021.0
The Seventh Day,85.071,5.7,140.0,87.0,2021.0
Child's Play 3,85.613,5.9,1069.0,90.0,1991.0
The Grinch,108.579,6.8,2683.0,85.0,2018.0
The Little Mermaid,102.5,7.4,6158.0,83.0,1989.0
Inglourious Basterds,115.552,8.2,17709.0,153.0,2009.0
Skyfall,119.752,7.2,12945.0,143.0,2012.0
From Straight A's to XXX,94.153,5.6,75.0,87.0,2017.0
The Space Between,92.4,5.5,6.0,99.0,2021.0
The Meg,91.212,6.2,5534.0,113.0,2018.0
Alien: Covenant,84.204,6.0,6752.0,122.0,2017.0
八月未央,104.663,2.0,1.0,95.0,2021.0
The Lord of the Rings: The Return of the King,93.118,8.5,18523.0,201.0,2003.0
Gifted,76.165,8.1,4108.0,101.0,2017.0
Finding Nemo,82.071,7.8,15612.0,100.0,2003.0
聖闘士星矢 天界編 序奏 ~overture~,91.69,7.6,179.0,83.0,2004.0
xXx: Return of Xander Cage,95.781,5.8,4933.0,107.0,2017.0
Madagascar,82.367,6.9,8654.0,86.0,2005.0
The Dark Knight Rises,82.767,7.8,18529.0,165.0,2012.0
Hotel Transylvania 2,84.767,6.8,4533.0,89.0,2015.0
Megalodon,81.889,5.6,189.0,90.0,2018.0
Ghostbusters,91.185,5.4,5195.0,117.0,2016.0
The Purge,82.329,6.3,6900.0,86.0,2013.0
Fifty Shades Darker,102.283,6.5,6473.0,118.0,2017.0
The Lion King,103.805,7.2,8021.0,118.0,2019.0
The Scientist,80.275,6.5,90.0,93.0,2020.0
The Hangover Part III,85.173,6.2,7037.0,100.0,2013.0
Knight and Day,76.641,6.2,3491.0,109.0,2010.0
No Manches Frida 2,81.456,8.1,644.0,102.0,2019.0
Batman v Superman: Dawn of Justice,84.219,5.9,15226.0,152.0,2016.0
No Strings Attached,93.973,6.3,3851.0,107.0,2011.0
余生，请多指教,98.214,2.0,1.0,76.0,2021.0
Upside-Down Magic,87.357,7.4,178.0,96.0,2020.0
The Lord of the Rings: The Two Towers,89.91,8.4,17256.0,179.0,2002.0
Ice Age: Dawn of the Dinosaurs,89.998,6.7,6553.0,94.0,2009.0
Dune,87.574,6.3,1964.0,137.0,1984.0
Mulan,94.011,7.9,7628.0,88.0,1998.0
Toy Story 3,82.89,7.8,11889.0,103.0,2010.0
ボクたちはみんな大人になれなかった,133.274,4.0,3.0,124.0,2021.0
Pirates of the Caribbean: Dead Man's Chest,107.364,7.3,12734.0,151.0,2006.0
Benny Loves You,90.52,6.3,101.0,94.0,2019.0
American Sniper,88.398,7.4,10604.0,133.0,2014.0
기생충,96.306,8.5,12445.0,133.0,2019.0
Fear Street: 1978,86.548,7.3,1001.0,110.0,2021.0
The Tax Collector,93.986,5.7,329.0,95.0,2020.0
Spirit: Stallion of the Cimarron,91.239,7.7,3603.0,83.0,2002.0
Butchers,83.072,4.9,124.0,93.0,2021.0
Maze Runner: The Scorch Trials,84.993,6.7,8483.0,131.0,2015.0
The Emperor's New Groove,87.316,7.6,5172.0,78.0,2000.0
"Batman: The Long Halloween, Part One",107.078,7.9,264.0,85.0,2021.0
Insurgent,81.546,6.4,8601.0,119.0,2015.0
12 Rounds,89.693,5.9,567.0,108.0,2009.0
Zombieland,89.286,7.3,9871.0,88.0,2009.0
L'Immortel,82.973,6.6,903.0,117.0,2010.0
鬼滅の刃 兄妹の絆,92.484,9.4,17.0,105.0,2019.0
The Twilight Saga: Breaking Dawn - Part 1,90.295,6.2,7238.0,117.0,2011.0
Titane,92.889,6.8,322.0,108.0,2021.0
Tres metros sobre el cielo,96.784,7.8,2280.0,122.0,2010.0
Después de ti,86.235,7.9,74.0,92.0,2021.0
Bad Lieutenant: Port of Call - New Orleans,95.658,6.1,814.0,122.0,2009.0
The Larva Island Movie,86.144,7.4,135.0,89.0,2020.0
Man of Steel,82.456,6.6,12574.0,143.0,2013.0
Annabelle Comes Home,81.547,6.4,2537.0,106.0,2019.0
Reminiscence,92.703,7.1,846.0,116.0,2021.0
Garfield,90.276,5.6,3003.0,80.0,2004.0
"Curious George: Go West, Go Wild",89.346,6.2,83.0,85.0,2020.0
Clifford the Big Red Dog,128.713,0.0,0.0,97.0,2021.0
Furious 7,93.407,7.3,8750.0,137.0,2015.0
La funeraria,76.623,4.1,17.0,86.0,2021.0
Hitman's Wife's Bodyguard,111.297,7.0,859.0,117.0,2021.0
The Expendables 3,75.656,6.2,3945.0,126.0,2014.0
The Experiment,82.002,6.4,920.0,96.0,2010.0
全城戒備,84.376,4.9,38.0,110.0,2010.0
Let's Be Cops,94.691,6.4,2200.0,104.0,2014.0
Blended,85.083,6.9,2638.0,117.0,2014.0
Quick Change,71.162,6.7,244.0,89.0,1990.0
Freaks,79.211,6.9,766.0,105.0,2019.0
Paul,77.586,6.7,4492.0,104.0,2011.0
Home Alone 2: Lost in New York,88.518,6.7,7277.0,120.0,1992.0
Friends: The Reunion,73.955,8.2,699.0,104.0,2021.0
Sicario,77.598,7.4,6483.0,122.0,2015.0
ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,94.571,5.8,371.0,50.0,1994.0
Dangerous,81.639,5.5,21.0,99.0,2021.0
A Quiet Place,71.674,7.4,10900.0,91.0,2018.0
The Lion King II: Simba's Pride,87.907,7.0,3569.0,81.0,1998.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",86.457,7.1,8208.0,143.0,2005.0
Endangered Species,86.198,6.3,94.0,101.0,2021.0
The Losers,91.914,6.3,1334.0,97.0,2010.0
A Dog's Purpose,76.215,7.6,2571.0,100.0,2017.0
Just Say Yes,82.043,6.7,163.0,97.0,2021.0
西游记之大圣归来,77.956,7.1,155.0,89.0,2015.0
A Menina Que Matou os Pais,86.329,6.5,134.0,85.0,2021.0
アーヤと魔女,76.883,6.4,72.0,82.0,2021.0
Coming 2 America,83.631,6.7,1612.0,110.0,2021.0
"Happy Halloween, Scooby-Doo!",91.185,7.9,164.0,76.0,2020.0
The Shack,73.591,7.4,1567.0,132.0,2017.0
Shazam!,85.783,7.1,7022.0,132.0,2019.0
Prey,78.895,4.5,173.0,86.0,2021.0
Jupiter Ascending,83.972,5.4,5661.0,127.0,2015.0
Le bal des folles,78.325,7.1,125.0,122.0,2021.0
Blood Red Sky,78.326,7.2,943.0,121.0,2021.0
Freddy vs. Jason,72.234,6.0,1843.0,97.0,2003.0
101 Dalmatians,86.019,5.9,2662.0,103.0,1996.0
Aftermath,70.788,6.6,342.0,114.0,2021.0
X-Men: Apocalypse,78.541,6.5,10822.0,144.0,2016.0
Intouchables,83.726,8.3,13952.0,113.0,2011.0
Captain Marvel,89.442,6.9,12134.0,124.0,2019.0
22 Jump Street,73.496,6.8,6632.0,112.0,2014.0
The Martian,75.018,7.7,16246.0,144.0,2015.0
The Incredibles,82.059,7.7,14488.0,115.0,2004.0
The Croods,79.704,6.9,5665.0,98.0,2013.0
Black as Night,90.634,5.4,44.0,87.0,2021.0
Jennifer's Body,75.333,5.8,2764.0,102.0,2009.0
Ghost Rider: Spirit of Vengeance,81.726,5.0,2926.0,96.0,2011.0
Season of the Witch,85.61,5.4,1909.0,95.0,2011.0
Jurassic World: Fallen Kingdom,77.339,6.6,9311.0,129.0,2018.0
Incredibles 2,79.377,7.5,10387.0,118.0,2018.0
Godmothered,83.007,7.0,423.0,113.0,2020.0
君の膵臓をたべたい,68.613,8.3,860.0,108.0,2018.0
A Nun's Curse,66.21,6.2,66.0,73.0,2020.0
Cars 3,83.148,6.9,4214.0,102.0,2017.0
Solo una vez,81.647,4.7,3.0,0.0,2021.0
Sexo con amor,75.435,6.5,158.0,108.0,2003.0
Up,82.286,7.9,16406.0,96.0,2009.0
El camino de Xico,74.511,6.9,76.0,85.0,2020.0
Bambi,79.123,7.0,4458.0,70.0,1942.0
Sex and the City 2,77.925,6.1,1334.0,146.0,2010.0
Kung Fu Panda,83.023,7.2,8839.0,90.0,2008.0
Jurassic World,79.276,6.7,17336.0,124.0,2015.0
Wrong Turn 3: Left for Dead,76.17,5.6,776.0,91.0,2009.0
Divergent,77.075,6.9,10838.0,139.0,2014.0
Hitman: Agent 47,83.864,5.8,2415.0,96.0,2015.0
泣きたい私は猫をかぶる,76.534,8.1,867.0,104.0,2020.0
Blade Runner 2049,66.808,7.5,10096.0,164.0,2017.0
きみと、波にのれたら,80.365,7.6,154.0,94.0,2019.0
여고괴담 여섯번째 이야기: 모교,79.88,7.7,14.0,117.0,2021.0
Cowboys & Aliens,71.58,5.5,4124.0,119.0,2011.0
Now You See Me,85.28,7.4,13133.0,116.0,2013.0
White House Down,77.476,6.4,3838.0,131.0,2013.0
Pornô!,88.33,4.5,42.0,83.0,1981.0
Llanto Maldito,119.624,3.7,6.0,0.0,2021.0
Stillwater,73.947,7.0,349.0,139.0,2021.0
Wild Card,64.141,5.6,1389.0,92.0,2015.0
Spectre,110.665,6.5,8662.0,148.0,2015.0
Ralph Breaks the Internet,80.184,7.2,5867.0,112.0,2018.0
Marley & Me,75.306,7.2,3780.0,115.0,2008.0
オルタード・カーボン：リスリーブド,93.033,6.5,186.0,75.0,2020.0
劇場版 FAIRY TAIL 『DRAGON CRY』,90.944,6.5,341.0,85.0,2017.0
劇場版 ポケットモンスター キミにきめた！,79.994,7.0,474.0,98.0,2017.0
Maya the Bee: The Golden Orb,77.902,6.6,62.0,88.0,2021.0
Total Recall,75.182,6.0,4481.0,121.0,2012.0
Forces spéciales,89.43,6.7,397.0,109.0,2011.0
Bedtime Stories,72.573,6.1,2285.0,99.0,2008.0
Bad Boys for Life,77.044,7.2,6624.0,124.0,2020.0
Venom,64.197,6.2,50.0,93.0,1981.0
The Secret Life of Pets 2,77.592,7.0,2301.0,86.0,2019.0
STAND BY ME ドラえもん,80.677,7.3,312.0,90.0,2014.0
Snow White and the Seven Dwarfs,79.049,7.1,5903.0,83.0,1938.0
ドラゴンボールGT 悟空外伝! 勇気の証しは四星球(スーシンチュウ),85.137,6.7,208.0,45.0,1997.0
O Menino Que Matou Meus Pais,78.527,6.4,118.0,88.0,2021.0
Alone,73.648,6.2,357.0,98.0,2020.0
Dýrið,70.048,6.7,102.0,106.0,2021.0
Wild Child,75.028,6.7,1525.0,98.0,2008.0
Secret Society of Second Born Royals,82.866,6.9,395.0,97.0,2020.0
Pirates of the Caribbean: Dead Men Tell No Tales,95.012,6.6,9638.0,129.0,2017.0
Skyline,71.804,4.9,1230.0,92.0,2010.0
The Kissing Booth,82.912,7.3,6288.0,105.0,2018.0
The Dinosaur Project,63.75,5.2,171.0,83.0,2012.0
Cats & Dogs 3: Paws Unite,76.081,6.6,149.0,84.0,2020.0
TRON: Legacy,83.204,6.4,5742.0,125.0,2010.0
Pacific Rim: Uprising,78.562,6.1,3786.0,111.0,2018.0
Rambo: Last Blood,73.971,6.5,2840.0,89.0,2019.0
全职高手之巅峰荣耀,83.69,7.2,14.0,98.0,2019.0
"I Love You, Beth Cooper",69.49,5.9,643.0,102.0,2009.0
Penguins of Madagascar,84.255,6.5,3265.0,92.0,2014.0
State of Play,80.719,6.8,1419.0,127.0,2009.0
Conan the Barbarian,82.166,5.3,1452.0,113.0,2011.0
Annabelle: Creation,75.165,6.6,4522.0,109.0,2017.0
Monsters University,77.608,7.0,8643.0,104.0,2013.0
Hercules,71.102,7.5,5876.0,93.0,1997.0
劇場版 NARUTO -ナルト- 疾風伝 絆,78.683,7.2,266.0,90.0,2008.0
ドラゴンボールZ 地球まるごと超決戦,80.178,6.5,383.0,61.0,1990.0
Trolls World Tour,80.845,7.5,1643.0,90.0,2020.0
Limitless,74.01,7.2,8591.0,105.0,2011.0
Guerra de Likes,70.438,7.8,219.0,103.0,2021.0
Lucy,66.751,6.4,13512.0,89.0,2014.0
A Classic Horror Story,75.424,6.0,515.0,95.0,2021.0
Happier Than Ever: A Love Letter to Los Angeles,77.252,7.9,57.0,65.0,2021.0
The Exorcist,68.992,7.7,5954.0,122.0,1973.0
Inside Out,74.044,7.9,17090.0,95.0,2015.0
Cinderella,78.934,6.8,6036.0,105.0,2015.0
Suicide Squad,76.03,5.9,18110.0,123.0,2016.0
Dinosaur,72.501,6.5,1885.0,82.0,2000.0
The Expendables 2,67.1,6.3,5468.0,103.0,2012.0
Hummingbird,77.843,6.2,1282.0,100.0,2013.0
Underworld: Awakening,69.313,6.3,3333.0,88.0,2012.0
Never Back Down: No Surrender,66.838,7.0,345.0,101.0,2016.0
Ferdinand,74.041,7.2,2255.0,108.0,2017.0
Away,72.848,6.4,50.0,75.0,2019.0
Orphan,67.704,6.9,3830.0,123.0,2009.0
The Warrior's Way,73.801,6.5,408.0,100.0,2010.0
A Haunted House 2,64.251,6.1,1012.0,87.0,2014.0
Morbius,65.783,0.0,0.0,0.0,2022.0
A Haunted House,62.753,5.7,1342.0,86.0,2013.0
Bride Wars,70.737,6.2,2487.0,89.0,2009.0
Sanctum,69.482,5.9,771.0,108.0,2011.0
Tarzan,73.426,7.4,5329.0,88.0,1999.0
Phineas and Ferb: The Movie: Candace Against the Universe,70.451,7.5,276.0,84.0,2020.0
Odd Thomas,68.412,6.9,921.0,100.0,2013.0
The A-Team,80.338,6.4,3704.0,117.0,2010.0
Justin Bieber: Our World,74.099,7.5,12.0,94.0,2021.0
Scary Movie 3,68.507,6.0,3092.0,84.0,2003.0
The Predator,62.569,5.6,3537.0,107.0,2018.0
Daisy Quokka: World's Scariest Animal,92.063,6.7,45.0,88.0,2021.0
Rampage,67.007,6.5,5579.0,107.0,2018.0
Pinocchio,78.323,7.1,4615.0,88.0,1940.0
Tangled,77.523,7.6,8920.0,100.0,2010.0
Fantastic Beasts and Where to Find Them,81.471,7.4,15766.0,132.0,2016.0
Apocalypto,68.455,7.5,4116.0,139.0,2006.0
ナルトが火影になった日,76.611,7.6,156.0,11.0,2016.0
"Ганзель, Гретель и Агентство Магии",77.918,7.2,194.0,104.0,2021.0
Яга. Кошмар тёмного леса,70.117,6.1,160.0,96.0,2020.0
劇場版 ダンジョンに出会いを求めるのは間違っているだろうか -オリオンの矢-,83.852,7.9,140.0,82.0,2019.0
Breakthrough,72.587,7.7,794.0,116.0,2019.0
Beverly Hills Chihuahua 3: Viva la Fiesta!,80.521,6.3,189.0,89.0,2012.0
Lilo & Stitch,74.064,7.5,4726.0,85.0,2002.0
Porno Unplugged,80.537,6.2,33.0,105.0,2009.0
ドラゴンボールＺ 極限バトル！三大超サイヤ人,75.544,6.7,347.0,46.0,1992.0
The Twilight Saga: New Moon,78.69,6.0,7538.0,131.0,2009.0
Confessions of a Shopaholic,75.433,6.4,2223.0,104.0,2009.0
Brother Bear,71.226,7.2,4295.0,85.0,2003.0
Scooby-Doo! The Sword and the Scoob,76.096,7.9,124.0,72.0,2021.0
A Dog's Journey,63.029,8.1,1014.0,120.0,2019.0
白蛇：缘起,67.775,7.8,243.0,99.0,2019.0
そらのおとしものFinal 永遠の私の鳥籠,72.172,7.6,22.0,49.0,2014.0
東京喰種 トーキョーグール,76.959,7.0,280.0,119.0,2017.0
A Bug's Life,77.149,7.0,7278.0,95.0,1998.0
The Tourist,71.986,6.2,4470.0,103.0,2010.0
Despicable Me 2,77.273,6.9,9382.0,98.0,2013.0
Monstruosamente Solo,73.741,5.2,6.0,0.0,2021.0
Hercules,72.559,5.7,3379.0,99.0,2014.0
Lady of the Manor,53.959,6.8,22.0,96.0,2021.0
Kung Fu Panda 2,69.645,6.9,5257.0,91.0,2011.0
The Other Guys,72.393,6.3,3209.0,107.0,2010.0
Prisoners,76.372,8.0,8596.0,153.0,2013.0
Grown Ups 2,77.563,6.1,3214.0,101.0,2013.0
The Rental,66.619,5.6,553.0,88.0,2020.0
ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴,77.856,7.0,376.0,51.0,1993.0
Lockout,64.097,5.9,1444.0,95.0,2012.0
ドラゴンボールZ この世で一番強いヤツ,79.839,6.4,334.0,60.0,1990.0
The Equalizer,75.165,7.2,6874.0,132.0,2014.0
Ant-Man,74.888,7.1,16237.0,117.0,2015.0
Aladdin,78.481,7.1,8150.0,128.0,2019.0
Over the Moon,77.023,7.4,976.0,100.0,2020.0
Creed II,71.228,6.9,3934.0,130.0,2018.0
No Manches Frida,70.515,7.8,579.0,100.0,2016.0
ドラゴンボールZ 激突!!100億パワーの戦士たち,78.001,6.7,384.0,46.0,1992.0
Turbo: A Power Rangers Movie,79.74,5.7,201.0,99.0,1997.0
甲鉄城のカバネリ～海門決戦～,82.218,7.4,32.0,82.0,2019.0
Wrong Turn 2: Dead End,64.739,6.0,942.0,96.0,2007.0
Introducing Chucky: The Making of Child's Play,61.352,5.8,4.0,6.0,1988.0
千と千尋の神隠し,72.923,8.5,11996.0,125.0,2001.0
A Walk Among the Tombstones,68.008,6.3,2267.0,114.0,2014.0
One Hundred and One Dalmatians,70.879,7.2,5000.0,79.0,1961.0
Cars 2,77.63,6.0,5877.0,106.0,2011.0
Chronicle,68.619,6.8,4127.0,84.0,2012.0
Zombieland: Double Tap,75.829,7.0,4105.0,99.0,2019.0
Mad Max: Fury Road,74.41,7.5,18593.0,121.0,2015.0
Saw,65.499,7.4,6984.0,103.0,2004.0
Ice Age: The Meltdown,75.846,6.7,7898.0,91.0,2006.0
Machete,71.639,6.3,2575.0,105.0,2010.0
Joven y alocada,66.015,6.4,96.0,92.0,2012.0
Zootopia,72.082,7.7,13369.0,109.0,2016.0
Пальма,64.682,8.5,91.0,110.0,2021.0
Shrek Forever After,71.574,6.3,5633.0,93.0,2010.0
Logan,80.578,7.8,16187.0,137.0,2017.0
The Purge: Anarchy,69.554,6.7,5340.0,104.0,2014.0
Chilangolandia,71.487,3.0,3.0,0.0,2021.0
The Lion King 1½,66.753,6.6,2401.0,77.0,2004.0
Wonder Woman,69.344,7.3,17040.0,141.0,2017.0
Kubo and the Two Strings,74.374,7.7,2913.0,102.0,2016.0
Quem Vai Ficar com Mário?,61.676,5.7,18.0,105.0,2021.0
Superbad,65.915,7.2,5386.0,113.0,2007.0
Death Race 2,79.603,5.8,829.0,100.0,2010.0
It,67.795,7.2,15789.0,135.0,2017.0
I Am All Girls,70.315,6.7,163.0,107.0,2021.0
Split,71.342,7.3,14385.0,117.0,2016.0
The Polar Express,83.576,6.7,4748.0,100.0,2004.0
Insidious,64.575,6.9,5188.0,103.0,2010.0
The Good Dinosaur,65.366,6.7,4383.0,93.0,2015.0
감기,58.644,7.5,907.0,122.0,2013.0
十三人の刺客,68.629,7.3,785.0,141.0,2010.0
아저씨,69.125,7.7,911.0,119.0,2010.0
ワンピース　フィルム GOLD,69.876,7.2,296.0,120.0,2016.0
House of the Witch,59.086,4.5,99.0,90.0,2017.0
The Hitman's Bodyguard,65.691,6.9,4759.0,118.0,2017.0
Dumbo,75.479,7.0,3938.0,64.0,1941.0
Sweat,71.775,7.0,21.0,107.0,2021.0
Robin Hood,81.615,6.4,3623.0,140.0,2010.0
Barbie: Princess Adventure,66.341,7.4,175.0,72.0,2020.0
Xtremo,71.165,6.8,165.0,111.0,2021.0
X-Men: Days of Future Past,71.64,7.5,12862.0,132.0,2014.0
Super Monsters: Once Upon a Rhyme,81.791,6.3,55.0,0.0,2021.0
Tropic Thunder,54.225,6.6,4604.0,107.0,2008.0
Beauty and the Beast,73.397,7.7,8020.0,84.0,1991.0
"Big Mommas: Like Father, Like Son",62.697,5.6,948.0,107.0,2011.0
Dragonball Evolution,75.676,2.9,1557.0,85.0,2009.0
The Fox and the Hound 2,77.971,6.1,508.0,69.0,2006.0
Sugar Daddy,65.843,6.3,18.0,100.0,2021.0
Don't Breathe,72.706,7.0,5745.0,89.0,2016.0
Glass,59.904,6.7,6600.0,129.0,2019.0
White Chicks,64.214,6.9,2732.0,109.0,2004.0
The Curse of La Llorona,63.881,5.7,1772.0,93.0,2019.0
Fantasia,74.161,7.4,2305.0,124.0,1940.0
Shrek the Third,71.352,6.2,6958.0,93.0,2007.0
Sexo,60.665,4.2,9.0,10.0,2001.0
The Kissing Booth 2,72.461,7.9,4353.0,132.0,2020.0
불어라 검풍아,74.886,5.5,6.0,99.0,2021.0
Snow White and the Huntsman,66.82,6.0,6752.0,127.0,2012.0
Flashback,73.703,6.5,144.0,97.0,2021.0
劇場版トリニティセブン -天空図書館と真紅の魔王-,74.752,7.9,30.0,61.0,2019.0
Pain & Gain,71.538,6.2,3526.0,130.0,2013.0
Superman: Doomsday,60.823,6.7,439.0,75.0,2007.0
Drive,64.81,7.6,9766.0,100.0,2011.0
The Banishing,62.811,5.5,47.0,97.0,2021.0
ドラゴンボール超スーパー ブロリー,69.543,7.8,2089.0,101.0,2018.0
Chucky's Vacation Slides,69.262,6.3,7.0,3.0,2005.0
Finding 'Ohana,62.587,6.5,275.0,123.0,2021.0
Couples Retreat,66.014,5.5,1531.0,113.0,2009.0
Sausage Party,67.664,5.7,5937.0,89.0,2016.0
The Wolf of Snow Hollow,61.224,6.1,186.0,84.0,2020.0
Jeepers Creepers,61.379,6.4,2118.0,90.0,2001.0
Thinking XXX,73.315,5.0,63.0,58.0,2004.0
The Hate U Give,99.513,8.3,1642.0,133.0,2018.0
Spider-Man: Across the Spider-Verse,75.702,0.0,0.0,0.0,2022.0
The Princess and the Frog,67.269,7.1,4186.0,98.0,2009.0
白蛇传说,62.614,6.2,169.0,100.0,2011.0
Nightcrawler,59.561,7.7,8451.0,118.0,2014.0
Godzilla,69.375,6.2,7255.0,123.0,2014.0
Star Wars: The Rise of Skywalker,71.676,6.5,7194.0,142.0,2019.0
Red Tails,55.302,6.5,464.0,125.0,2012.0
The Remaining,64.053,5.5,244.0,88.0,2014.0
Le guide de la famille parfaite,57.537,6.6,70.0,102.0,2021.0
Beverly Hills Chihuahua,62.931,5.3,816.0,91.0,2008.0
Ant-Man and the Wasp,67.025,7.0,10399.0,119.0,2018.0
The Doorman,67.488,5.9,256.0,97.0,2020.0
John Wick: Chapter 4 - Hagakure,65.84,0.0,0.0,0.0,2022.0
Jeepers Creepers 2,60.188,6.0,1121.0,104.0,2003.0
Finding Grace,67.187,6.5,14.0,106.0,2020.0
Escape Room,62.348,6.5,3425.0,100.0,2019.0
Igor,60.447,5.9,436.0,87.0,2008.0
The Addams Family,56.89,7.0,3408.0,102.0,1991.0
Kung Fu Panda 3,60.892,6.8,4397.0,95.0,2016.0
3 Idiots,53.676,8.0,1709.0,170.0,2009.0
